key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
2014-06-15 17:11:00.000000107,7,2014-06-15 17:11:00 UTC,-73.99542,40.759662,-73.987607,40.751247,1
2011-03-14 22:43:00.00000095,4.9,2011-03-14 22:43:00 UTC,-73.993552,40.73111,-73.998497,40.7372,5
2011-02-14 15:14:00.00000067,6.1,2011-02-14 15:14:00 UTC,-73.97238,40.749527,-73.990638,40.745328,1
2009-10-29 11:29:00.00000040,6.9,2009-10-29 11:29:00 UTC,-73.973703,40.763542,-73.984253,40.758603,5
2011-07-02 10:38:00.00000028,10.5,2011-07-02 10:38:00 UTC,-73.921262,40.743615,-73.967383,40.765162,1
2011-12-09 20:03:00.00000098,15.3,2011-12-09 20:03:00 UTC,-73.9735,40.79261,-73.936035,40.856548,1
2011-05-03 14:34:51.0000001,11.3,2011-05-03 14:34:51 UTC,-73.870854,40.773808,-73.829909,40.770563,2
2012-01-22 04:06:10.0000005,7.7,2012-01-22 04:06:10 UTC,-73.992,40.744255,-74.002782,40.730813,4
2011-04-02 01:05:15.0000004,7.7,2011-04-02 01:05:15 UTC,-73.979564,40.735405,-73.955686,40.768065,1
2012-02-23 16:09:00.00000025,8.9,2012-02-23 16:09:00 UTC,-73.978577,40.777148,-73.95734,40.76669,1
2012-12-28 13:24:00.000000128,9,2012-12-28 13:24:00 UTC,-73.990323,40.734437,-73.989688,40.725847,1
2012-05-23 15:12:36.0000004,11.3,2012-05-23 15:12:36 UTC,-74.005885,40.736402,-73.999285,40.760708,1
2012-07-28 11:45:54.0000001,5.3,2012-07-28 11:45:54 UTC,-73.992698,40.73018,-73.987758,40.721294,1
2015-05-27 09:52:04.0000001,9,2015-05-27 09:52:04 UTC,-73.99169921875,40.738510131835938,-73.984130859375,40.725399017333984,1
2010-02-07 03:13:37.0000004,4.1,2010-02-07 03:13:37 UTC,-73.983273,40.738664,-73.984983,40.745065,4
2014-09-25 07:22:30.0000001,4.5,2014-09-25 07:22:30 UTC,-73.997962,40.740763,-74.007392,40.741017,1
2014-04-01 18:13:00.000000227,31.33,2014-04-01 18:13:00 UTC,-73.885798,40.773127,-73.958682,40.777397,4
2010-01-03 12:21:53.0000002,3.7,2010-01-03 12:21:53 UTC,-73.960109,40.813611,-73.966094,40.805406,1
2015-04-11 09:38:37.0000008,19,2015-04-11 09:38:37 UTC,-74.000526428222656,40.720775604248047,-73.998481750488281,40.72119140625,2
2014-10-30 20:01:00.00000071,14,2014-10-30 20:01:00 UTC,-73.984272,40.74247,-73.953562,40.779227,1
2011-09-12 21:10:27.0000004,49.8,2011-09-12 21:10:27 UTC,-73.954211,40.786919,-73.801842,40.646826,1
2011-06-24 02:46:00.00000051,9.7,2011-06-24 02:46:00 UTC,-73.997647,40.721047,-73.9921,40.727423,5
2011-07-13 21:49:00.00000051,5.7,2011-07-13 21:49:00 UTC,-73.986287,40.762432,-73.995232,40.758705,1
2014-03-19 22:09:00.0000005,7,2014-03-19 22:09:00 UTC,-73.966497,40.766455,-73.952715,40.780922,5
2014-04-15 12:50:00.00000039,8.5,2014-04-15 12:50:00 UTC,-73.96086,40.774297,-73.980687,40.78255,5
2015-03-17 09:56:58.0000001,5.5,2015-03-17 09:56:58 UTC,-73.997329711914062,40.736793518066406,-73.991592407226562,40.744369506835938,1
2011-06-06 09:34:00.000000113,52.7,2011-06-06 09:34:00 UTC,0,0,0,0,5
2012-12-27 12:10:13.0000002,5.5,2012-12-27 12:10:13 UTC,-73.991591,40.742837,-73.98597,40.747685,2
2013-10-17 02:03:56.0000002,12,2013-10-17 02:03:56 UTC,-73.961494,40.771234,-73.987927,40.727965,1
2012-07-17 18:38:00.000000115,7.7,2012-07-17 18:38:00 UTC,-73.980882,40.733815,-73.958555,40.764492,1
2009-08-30 12:31:04.0000002,55.7,2009-08-30 12:31:04 UTC,-73.788541,40.641407,-74.014662,40.681932,1
2013-03-02 22:59:53.0000005,30,2013-03-02 22:59:53 UTC,-73.968267,40.759029,-73.993922,40.677994,2
2014-01-25 21:23:06.0000002,4.5,2014-01-25 21:23:06 UTC,-73.978211,40.786292,-73.971491,40.792858,1
2011-09-07 00:19:00.00000066,5.3,2011-09-07 00:19:00 UTC,-73.991877,40.73523,-73.990787,40.747327,1
2010-11-28 19:38:55.0000002,6.9,2010-11-28 19:38:55 UTC,-73.97064,40.752599,-73.991092,40.751152,1
2014-03-13 20:53:23.0000005,3,2014-03-13 20:53:23 UTC,-73.963084,40.760691,-73.963084,40.760691,1
2011-03-23 03:22:33.0000001,18.5,2011-03-23 03:22:33 UTC,-73.979694,40.760381,-73.962447,40.686719,1
2011-10-05 07:49:38.0000001,11.3,2011-10-05 07:49:38 UTC,-74.000206,40.732929,-73.986972,40.769131,1
2013-02-07 21:12:19.0000001,6.5,2013-02-07 21:12:19 UTC,-73.993987,40.720783,-73.99931,40.723732,1
2009-02-15 01:12:25.0000001,9.8,2009-02-15 01:12:25 UTC,-73.994182,40.703291,-73.976264,40.678023,2
2015-06-08 22:32:46.0000004,22.04,2015-06-08 22:32:46 UTC,-73.942733764648438,40.790325164794922,-73.932357788085938,40.771446228027344,1
2015-02-03 18:13:39.0000005,31.33,2015-02-03 18:13:39 UTC,-73.866767883300781,40.771751403808594,-73.9535140991211,40.785305023193359,1
2011-04-25 09:12:41.0000002,6.1,2011-04-25 09:12:41 UTC,-73.976225,40.748442,-73.964264,40.764631,1
2012-11-10 08:09:25.0000001,6.5,2012-11-10 08:09:25 UTC,-73.968328,40.793193,-73.952418,40.798196,3
2014-03-07 08:44:43.0000001,19,2014-03-07 08:44:43 UTC,-73.977624,40.764075,-73.984398,40.721604,3
2014-05-03 19:01:15.0000002,17,2014-05-03 19:01:15 UTC,-73.952128,40.778065,-73.989829,40.771939,2
2015-04-25 14:54:57.0000004,12.5,2015-04-25 14:54:57 UTC,-74.004570007324219,40.721469879150391,-74.002792358398438,40.750419616699219,1
2009-08-25 19:39:30.0000003,4.5,2009-08-25 19:39:30 UTC,-73.974814,40.752412,-73.974171,40.743947,1
2010-05-09 08:55:00.00000041,49.57,2010-05-09 08:55:00 UTC,-73.956205,40.781692,-73.789603,40.647123,1
2014-06-27 12:25:00.00000020,15.5,2014-06-27 12:25:00 UTC,-73.976062,40.748392,-73.952442,40.782397,1
2011-03-04 17:03:12.0000007,7.7,2011-03-04 17:03:12 UTC,0,0,0,0,1
2013-04-03 20:22:36.0000003,6,2013-04-03 20:22:36 UTC,-73.971617,40.795242,-73.976873,40.782394,1
2012-02-02 11:17:18.0000003,4.5,2012-02-02 11:17:18 UTC,-73.981999,40.74609,-73.974156,40.750907,1
2014-09-01 07:48:00.00000030,8.5,2014-09-01 07:48:00 UTC,-73.937787,40.758187,-73.97963,40.76141,1
2011-12-21 10:28:49.0000001,4.5,2011-12-21 10:28:49 UTC,-73.95539,40.779432,-73.943294,40.777644,1
2012-12-04 10:04:00.000000101,11,2012-12-04 10:04:00 UTC,-74.010643,40.717493,-73.991533,40.731642,1
2012-01-16 21:30:00.00000076,9.7,2012-01-16 21:30:00 UTC,-73.990093,40.767092,-73.95019,40.775715,1
2010-03-24 22:49:00.000000181,9.3,2010-03-24 22:49:00 UTC,-73.958618,40.780873,-73.973422,40.793508,3
2014-03-22 16:23:00.0000007,8,2014-03-22 16:23:00 UTC,-73.980325,40.745672,-74.001457,40.734585,6
2012-11-19 20:52:53.0000001,14,2012-11-19 20:52:53 UTC,-73.95441,40.763913,-73.983937,40.760705,1
2013-06-23 03:29:34.0000002,6,2013-06-23 03:29:34 UTC,0,0,0,0,1
2011-06-21 17:55:52.0000003,10.9,2011-06-21 17:55:52 UTC,-73.981937,40.765209,-73.986802,40.748997,1
2011-06-07 07:37:19.0000001,4.1,2011-06-07 07:37:19 UTC,-73.990003,40.7568,-73.979886,40.759896,1
2011-01-31 02:19:24.0000001,9.3,2011-01-31 02:19:24 UTC,-73.992012,40.729194,-73.957538,40.709091,1
2012-12-12 21:18:46.0000001,11.5,2012-12-12 21:18:46 UTC,-73.959502,40.763066,-73.987259,40.74891,1
2009-01-24 18:31:00.0000001,7.7,2009-01-24 18:31:00 UTC,-73.97448,40.793307,-73.96082,40.814115,1
2014-07-22 18:17:00.00000018,13.5,2014-07-22 18:17:00 UTC,-73.998345,40.756762,-73.985647,40.727782,1
2013-05-27 02:03:52.0000002,26.5,2013-05-27 02:03:52 UTC,0,0,0,0,1
2009-08-11 10:07:00.00000026,4.9,2009-08-11 10:07:00 UTC,-73.974235,40.791603,-73.981878,40.778615,1
2012-03-11 10:54:28.0000002,6.5,2012-03-11 10:54:28 UTC,-73.970466,40.796433,-73.973922,40.793821,2
2013-10-28 18:12:00.000000136,12,2013-10-28 18:12:00 UTC,-73.954892,40.779122,-73.9541,40.763907,1
2012-09-28 08:11:00.00000085,18,2012-09-28 08:11:00 UTC,-73.969045,40.798617,-73.98522,40.758107,1
2011-06-03 18:52:00.0000002,13.3,2011-06-03 18:52:00 UTC,-73.994893,40.723015,-73.990035,40.767173,1
2014-12-08 11:25:00.0000006,12.5,2014-12-08 11:25:00 UTC,-73.962772,40.770692,-73.981683,40.732408,1
2013-06-01 10:00:47.0000001,7.5,2013-06-01 10:00:47 UTC,-73.980773,40.74204,-73.975429,40.760172,1
2012-02-10 15:54:42.0000002,4.9,2012-02-10 15:54:42 UTC,-73.968315,40.764789,-73.958149,40.770147,1
2011-07-11 17:40:06.0000003,32.1,2011-07-11 17:40:06 UTC,-74.015479,40.710556,-73.993114,40.587787,2
2010-11-22 19:34:00.000000171,7.3,2010-11-22 19:34:00 UTC,-74.00236,40.748577,-73.983237,40.766172,1
2013-10-06 20:02:43.0000006,15,2013-10-06 20:02:43 UTC,-73.980312,40.767345,-73.991076,40.755388,1
2012-12-14 13:32:00.000000119,7.5,2012-12-14 13:32:00 UTC,-73.985475,40.723667,-73.995082,40.719905,1
2011-02-05 15:48:46.0000003,9.7,2011-02-05 15:48:46 UTC,-73.984997,40.719218,-73.972838,40.748686,1
2012-12-05 07:58:16.0000004,11,2012-12-05 07:58:16 UTC,-73.95415,40.781473,-73.970743,40.751887,2
2014-10-11 16:01:00.000000125,8.5,2014-10-11 16:01:00 UTC,-73.975728,40.776427,-73.978985,40.762322,3
2014-10-02 21:21:01.0000003,8,2014-10-02 21:21:01 UTC,-73.997227,40.762489,-73.982604,40.747679,1
2013-10-13 18:20:54.0000006,4.5,2013-10-13 18:20:54 UTC,-73.971903,40.757192,-73.979305,40.760957,1
2015-04-25 06:19:42.0000003,6.5,2015-04-25 06:19:42 UTC,-73.967216491699219,40.763545989990234,-73.983116149902344,40.743747711181641,1
2012-07-12 12:10:51.0000001,6.5,2012-07-12 12:10:51 UTC,-74.002541,40.734047,-74.000184,40.72167,1
2015-03-09 20:06:32.0000002,5,2015-03-09 20:06:32 UTC,-73.9950180053711,40.745040893554688,-74.004409790039062,40.7334098815918,1
2013-03-23 02:38:00.000000119,27,2013-03-23 02:38:00 UTC,-73.986937,40.751022,-73.849248,40.723753,2
2010-01-15 23:57:00.000000232,9.7,2010-01-15 23:57:00 UTC,-74.002427,40.730272,-73.970578,40.750028,1
2009-10-06 08:21:00.00000095,4.5,2009-10-06 08:21:00 UTC,-73.978375,40.7522,-73.984008,40.75041,3
